//word	wrong	right
matrix sentence	$Linquistics	Linguistics
polydisperse	$\bChistry\b	Chemistry
potluck	$<i>\s*Figurate\b	<i>Figurative
rail	$\bEspeically\b	Especially
sift	$\bFigurativ\b	Figurative
single cross	$\bGenecs\b	Genetics
syncopated	$\bGmmar\b	Grammar
tinct	$\bArcic\b	Archaic
trench	$\bFirative\b	Figurative
trump	$\bArchiac\b	Archaic
volley	$\bFurative\b	Figurative
weal	$\bObolete\b	Obsolete
wide	$\bPhotics\b	Phonetics
caporal	Southewestern	Southwestern
laundry list	Epecially	Especially
ex-rights	$(?<=<i>)(.+?</i>)(.+?)\s*(\(adj\.\))	\3\1\2).
ex-rights	$(?<=<i>)(.+?</i>)(.+?)\s*(\(adv\.\))	\3\1\2
case	o>	 
curt	o>	 
evidence	o>	 
laxity	o>	 
leading	o>	 
lost	o>	 
nose	ro>	 
sodden	o>	 
savage	</i>>	</i>
skid	skma>id	sc&#x012Bd
per cent	$(</li>)</ol>[\xFF\s]*(<BR><i>Abbr:</i>[\xFF\s]*pct.)[\xFF\s]*(<BR><i>Symbol:</i>[\xFF\s]*&#37;)[\xFF\s]*<ol>	\2\3\1
histology	$(</li>)</ol>[\xFF\s]*(<BR><i>Abbr:</i>[\xFF\s]*hist.)[\xFF\s]*<ol>	\2\1
dreamy	$(</li>)</ol>(.+?)<ol>	\2\1
dreamy	$(</li></ol>)(.+?)</p>	\2\1
convulsion	$(</li>)</ol>[\xFF\s]*<BR>(.+?)[\xFF\s]*<ol>	\2\1
brahman	$(<ol>[\xFF\s]*<li><A NAME="def_015114__1"></A>)(.+?)</li></ol>[\xFF\s]*<BR>(.+?)<ol>	\2\1\3</li>
art	$(</li>)</ol>[\xFF\s]*<BR>(a branch.+?)<ol>	\2\1
achene	$<i>\s*Bota\b	<i>Botany
vice squad	<i>.S	<i>U.S
beside	<b>ep	<b>prep
sometime	$\bchaic\b	Archaic
dendro-	combiniform	combining form
et cum spiritu tuo	<i>atin	<i>Latin
frontal fog	Meterology	Meteorology
hart	colletively	collectively
hash-up	<i>ritish	<i>British
hic jacet	$\bLatn\b	Latin
ingrain	<i><b>v</b></i>	<i><b>v</b></i>.
main drag	<i>lang	<i>Slang
specific	<i><b></b></i>	<i><b>n</b></i>
slather	<i><b></b></i>	<i><b>v</b></i>
nomogram	$Mathemati\b	Mathematics
nsf	$\bnking\b	Banking
orison	$Archa\b	Archaic
os	prex	prefix
overslaugh	$\british	British
plunk	v i	v.i
spurdog	$\bcollectivel\b	collectively
symbolise	$Britis\b	British
touche	ierj	interj
ungula	$\beometry	Geometry
way	Finanace	Finance
(?:struck|laden|said|fallen|unbent|unborn|taught|underdone|undrawn|gilt|spent|being|tries|benempt|bent|bereft|bespoke|unmade|hidden|bidden|spoken|withdrawn|unrove|lit|unspoken|pent|unstuck|typewritten|seen|unthought|untrod|sprung|swept|writhen|written|upborne|wrought|blown|swollen|lost|ground|sworn|forbidden|fordone|forethought|forsaken|foughten|found|chosen|misbegot|misshapen|fretted|misspelt|misspent|fried|misunderstood|inwoven|broken|cries|shook|cleft|shorn|crossbred|shot|shrunken|quick-frozen|cloven|vying|read|smitten|drawn|rent|riven)	$<A NAME="def_\d+__\da"></A><FONT COLOR="#404040"><B>a</B></FONT>([\xFF\s]+)(<BR>)	\2\1<NOBR><I><B>&#150;<i><b>v</b></i>.</B></I></NOBR>
(?:stringed|stricken|bound|underlaid|underlying|undershot|beaten|inbred|tried|carving|unlaid|gone|wiredrawn|lining|living|unstrung|unsworn|untaught|inlaid|wuthering|honeyed|upswept|foregone|staid|born|setting|interwoven|misbegotten|mistaken|shaven|frostbitten|frozen|molten|outworn|overdone|overshot|curst|overwrought|rapt|drunken)	$<A NAME="def_\d+__\d+a"></A><FONT COLOR="#404040"><B>a</B></FONT>([\xFF\s]+)(</li></ol>)	\2\1<NOBR><I><B>&#150;<i><b>v</b></i>.</B></I></NOBR>
virgin birth	$(</li>)</ol>[\xFF\s]*<BR>(.+?)<ol>	\2\1
aggie	$(</li>)</ol>[\xFF\s]*<BR>(.+?)<ol>	\2\1
bellwort	$(</li>)</ol>[\xFF\s]*<BR>(.+?)<ol>	\2\1
deep-freezer	$(</li>)</ol>[\xFF\s]*<BR>(.+?)<ol>	\2\1
descriptive	$(</li>)</ol>[\xFF\s]*<BR>(.+?)<ol>	\2\1
dogfish	$(</li>)</ol>[\xFF\s]*<BR>(.+?)<ol>	\2\1
dolly	$(</li>)</ol>[\xFF\s]*<BR>(.+?)<ol>	\2\1
grugru	$(</li>)</ol>[\xFF\s]*<BR>(.+?)<ol>	\2\1
gum	$(</li>)</ol>[\xFF\s]*<BR>(<a href.+?)<ol>	\2\1
gum	$(</li>)</ol>[\xFF\s]*<BR>(the firm.+?)<ol>	\2\1
half-witted	$(</li>)</ol>[\xFF\s]*<BR>(.+?)<ol>	\2\1
head	$(</li>)</ol>[\xFF\s]*<BR>(the top side.+?)<ol>	\2\1
jesus	$(</li>)</ol>[\xFF\s]*<BR>(.+?)<ol>	\2\1
jigger	$(</li>)</ol>[\xFF\s]*(<a href.+?)<ol>	\2\1
paraboloid	$(</li>)</ol>[\xFF\s]*<BR>(.+?)<ol>	\2\1
queue	$(</li>)</ol>[\xFF\s]*<BR>(to arrange.+?)<ol>	\2\1
rattan	$(</li>)</ol>[\xFF\s]*<BR>(.+?)<ol>	\2\1
sesame	$(</li>)</ol>[\xFF\s]*<BR>(.+?)<ol>	\2\1
slipstream	$(</li>)</ol>[\xFF\s]*<BR>(.+?)<ol>	\2\1
thick-set	$(</li>)</ol>[\xFF\s]*<BR>(<a href.+?)<ol>	\2\1
dreary	$(</li></ol>)[\xFF\s]*<BR>(.+?)(?=<BR>)	\2\1
dredge	$(</li></ol>)[\xFF\s]*<BR>(<i>.+?)(?=<BR>)	\2\1
freeze	$(</li></ol>)[\xFF\s]*<BR>(to be unable.+?)(?=<BR>)	\2\1
rack	$(</li>)</ol>[\xFF\s]*<BR>(=.+?)(<ol>)	\3<li>\2\1
boot	$(?<=</li>)(</ol>)(<i>verb,</i> <B>boot</B>\.)[\xFF\s]*<BR>(.+?)(?=<BR>)	<li>\2 \3</li>\1
dyspeptic	$(</li></ol>)[\xFF\s]*<BR>(<i>.+?)(?=<BR>)	\2\1
drown	$(<a href="javascript:showEntry\(')[^<>]+(',\s*'ent_[^<>]+'\)"[^<>]+>)(.+?)(See.+?<B>)([^<>]+)(</B>.+?)(?=</a>)	\3\1\5\2\4\5\6
drudge	$(<a href="javascript:showEntry\(')[^<>]+(',\s*'ent_[^<>]+'\)"[^<>]+>)(.+?)(See.+?<B>)([^<>]+)(</B>.+?)(?=</a>)	\3\1\5\2\4\5\6
poke	$(<a href="javascript:showEntry\(')[^<>]+(',\s*'ent_[^<>]+'\)"[^<>]+>)(.+?)(Perhaps.+?<B>)([^<>]+)(</B>.+?)(?=</a>)	\3\1\5\2\4\5\6
rule	$(<a href="javascript:showEntry\(')[^<>]+(',\s*'ent_[^<>]+'\)"[^<>]+>)(.+?)(See.+?<B>)([^<>]+)(</B>.+?)(?=</a>)	\3\1\5\2\4\5\6
without	$(<a href="javascript:showEntry\(')[^<>]+(',\s*'ent_[^<>]+'\)"[^<>]+>)(.+?)(<B>)([^<>]+)(</B>.+?)(?=</a>)	\3\1\5\2\4\5\6
brynhild	$(<a href=[^<>]+>)(<span class="wb-dict-headword">)<B>([^<>]+)</B>(</span>)(</a>)	\2\1\3\5\4
a l'outrance	$(<a href=[^<>]+>)(<span class="wb-dict-headword">)<B>([^<>]+)</B>(</span>)(</a>)	\2\1\3\5\4
wolfram	$(<a href=[^<>]+>.+?)(<ol>)	\2<li>\1</li>
aquarius	<BR><i>genitive</i>	<i>genitive</i>
bartonia	$<BR>(.+?)(<ol>)	\2<li>\1</li>
distinguished service medal	$<BR>(.+?)(<ol>)	\2<li>\1</li>
echoey	$<BR>(.+?)(<ol>)	\2<li>\1</li>
encompassment	$<BR>(.+?)(<ol>)	\2<li>\1</li>
formica	$<BR>(.+?)(<ol>)	\2<li>\1</li>
greenbelt	$<BR>(.+?)(<ol>)	\2<li>\1</li>
heeltap	$<BR>(.+?)(<ol>)	\2<li>\1</li>
logomachy	$<BR>(.+?)(<ol>)	\2<li>\1</li>
new wave	$<BR>(.+?)(<ol>)	\2<li>\1</li>
snowbelt	$<BR>(.+?)(<ol>)	\2<li>\1</li>
tank top	$<BR>(.+?)(<ol>)	\2<li>\1</li>
voltaic battery	$<A NAME="def_\d+__1a"></A><FONT COLOR="#404040"><B>a</B></FONT>(.+?)(<ol>)	\2<li>\1</li>
lantern slide	$</?(?:ol|li)>	<BR>
master race	$</?(?:ol|li)>	<BR>
colored	$</ol>((?:[\xFF\s]|<BR>)+<A NAME="use_[^<>]+?">.+?)<ol>(.+?)(?=</p>)	\2\1
eskimo	$</ol>((?:[\xFF\s]|<BR>)+<A NAME="use_[^<>]+?">.+?)<ol>(.+?)(?=</p>)	\2\1
pickaninny	$</ol>((?:[\xFF\s]|<BR>)+<A NAME="use_[^<>]+?">.+?)<ol>(.+?)(?=</p>)	\2\1
broke	$<A NAME="def_\d+__1a">.+?</FONT>([\xFF\s]*)(?=<ol>)	<BR>\1<NOBR><I><B>&#150;<i><b>v</b></i>.</B></I></NOBR>
can	$<A NAME="def_\d+__1a">.+?</FONT>(\s*<i>[^<>]+</i>)([\xFF\s]*)(?=<ol>)	<BR>\2<NOBR><I><B>&#150;<i><b>v</b></i>.</B></I></NOBR>\1
worn	$<A NAME="def_\d+__1a">.+?</FONT>([\xFF\s]*)(?=<ol>)	<BR>\1<NOBR><I><B>&#150;<i><b>v</b></i>.</B></I></NOBR>
begirt	$<A NAME="def_\d+__1a">.+?</FONT>([\xFF\s]*)(<BR>)	\2\1<NOBR><I><B>&#150;<i><b>v</b></i>.</B></I></NOBR>\2
driven	$<A NAME="def_\d+__1a"></A><FONT COLOR="#404040"><B>a</B></FONT>([\xFF\s]*)(<BR>)	\2\1<NOBR><I><B>&#150;<i><b>v</b></i>.</B></I></NOBR>\2
held	$<A NAME="def_\d+__1a">.+?</FONT>([\xFF\s]*)(<BR>)	\2\1<NOBR><I><B>&#150;<i><b>v</b></i>.</B></I></NOBR>\2
dying	$<A NAME="def_\d+__3a"></A><FONT COLOR="#404040"><B>a</B></FONT>	 
dying	$(</li></ol>[\xFF\s]*)(?=<BR>)	\1<NOBR><I><B>&#150;<i><b>v</b></i>.</B></I></NOBR>
alimony	$<A NAME="def_\d+__1a">.+?</FONT>	 
beat	$<A NAME="def_\d+__[56]a">.+?</FONT>	 
blown	$<A NAME="def_\d+__4a"></A><FONT COLOR="#404040"><B>a</B></FONT>(.+?)([\xFF\s]+)(</li></ol>)	\3\2<NOBR><I><B>&#150;<i><b>v</b></i>.</B></I></NOBR>\1
buzz	$(<A NAME="def_\d+__5"></A>)(?=\s*a busy movement)	\1<FONT COLOR="#404040"><B>a</B></FONT>
buzz	$(<A NAME="def_\d+__5a"></A><FONT COLOR="#404040"><B>)a(?=</B></FONT>\s*the sound of)	\1b
continuity	$(?<=<i>Mathematics\.</i>)	<FONT COLOR="#404040"><B>a</B></FONT>
continuity	$(<A NAME="def_\d+__5a"></A><FONT COLOR="#404040"><B>)a(?=</B></FONT>)	\1b
cry	$(?=to ask earnestly for)	<FONT COLOR="#404040"><B>a</B></FONT>
cry	$(<A NAME="def_\d+__a"></A><FONT COLOR="#404040"><B>)a(?=</B></FONT>\s*<i>F)	\1b
culture	$(?=the growth of)	<FONT COLOR="#404040"><B>a</B></FONT>
culture	$(<A NAME="def_\d+__6a"></A><FONT COLOR="#404040"><B>)a(?=</B></FONT>)	\1b
down	$(?=to put down)	<FONT COLOR="#404040"><B>a</B></FONT>
drunk	$<A NAME="def_\d+__2a">.+?</FONT>([\xFF\s]+)(</li>)	\2</ol>\1<NOBR><I><B>&#150;<i><b>v</b></i>.</B></I></NOBR><ol>
fire	$<ol>[\xFF\s]*<li>(<A NAME="def_\d+__"></A>)(to arouse enthusiasm.+?)</li></ol>	\1<FONT COLOR="#404040"><B>b</B></FONT> \2
nose	$<A NAME="def_\d+__3a">.+?</FONT>	 
paraffin	$<A NAME="def_\d+__1a">.+?</FONT>(?=\s*a colorless)	 
pen	$(?=a style of writing)	<FONT COLOR="#404040"><B>a</B></FONT>
pen	$(<A NAME="def_\d+__3a"></A><FONT COLOR="#404040"><B>)a(?=</B></FONT>)	\1b
reinforce	$(?=to encourage or strengthen \(a)	<FONT COLOR="#404040"><B>a</B></FONT>
reinforce	$(<A NAME="def_\d+__3a"></A><FONT COLOR="#404040"><B>)a(?=</B></FONT>)	\1b
sabbath	$(?=the seventh day)	<FONT COLOR="#404040"><B>a</B></FONT>
sabbath	$(<A NAME="def_\d+__2a"></A><FONT COLOR="#404040"><B>)a(?=</B></FONT>)	\1b
shrink	$<A NAME="def_\d+__2a">.+?</FONT>	 
tack	$(?=the rope to)	<FONT COLOR="#404040"><B>a</B></FONT>
tack	$(<A NAME="def_\d+__9a"></A><FONT COLOR="#404040"><B>)a(?=</B></FONT>)	\1b
talk	$<A NAME="def_\d+__a"></A><FONT COLOR="#404040"><B>a</B></FONT>(?=\s*to converse about)	 
test	$(?=a cupel used)	<FONT COLOR="#404040"><B>a</B></FONT>
test	$(<A NAME="def_\d+__4a"></A><FONT COLOR="#404040"><B>)a(?=</B></FONT>)	\1b
tune	$(?=to adjust a radio or television set to receive)	<FONT COLOR="#404040"><B>a</B></FONT>
tune	$(<A NAME="def_\d+__a"></A><FONT COLOR="#404040"><B>)a(?=</B></FONT>\s*<i>F)	\1b
van	$(?=the foremost part)	<FONT COLOR="#404040"><B>a</B></FONT>
van	$(<A NAME="def_\d+__2a"></A><FONT COLOR="#404040"><B>)a(?=</B></FONT>)	\1b
weak	$(?=inflected by)	<FONT COLOR="#404040"><B>a</B></FONT>
weak	$(<A NAME="def_\d+__9a"></A><FONT COLOR="#404040"><B>)a(?=</B></FONT>)	\1b
wield	$<A NAME="def_\d+__1a">.+?</FONT>	 
ab	$<ol>[\xFF\s]*<li>(<A NAME="def_\d+__1"></A>one of the.+?)</li></ol>	<BR>\1<BR>
airbrush	$<ol>[\xFF\s]*<li>(<A NAME="def_\d+_n\._1"></A>.+?)</li></ol>	<BR>\1<BR>
air-kiss	$</?(?:ol|li)>	<BR>
aliterate	$</?(?:ol|li)>	<BR>
anglo-catholic	$<ol>[\xFF\s]*<li>(<A NAME="def_\d+__1"></A>\s*a member.+?)</li></ol>	<BR>\1<BR>
antiheroic	$</?(?:ol|li)>	<BR>
aquatint	$<BR>(a method.+?)(<ol>)	\2<li>\1</li>
athabascan	$</?(?:ol|li)>	<BR>
bighorn	$</?(?:ol|li)>	<BR>
boche	$</?(?:ol|li)>	<BR>
brit	$<ol>[\xFF\s]*<li>(<A NAME="def_\d+_n\._1"></A>.+?)</li></ol>	<BR>\1<BR>
brit	$<ol>[\xFF\s]*<li>(<A NAME="def_\d+_adj\._1"></A>.+?)</li></ol>	<BR>\1<BR>
chance	$<ol>[\xFF\s]*<li>(<A NAME="def_\d+__1"></A>\s*to happen.+?)</li></ol>	<BR>\1<BR>
come-at-able	$</?(?:ol|li)>	<BR>
crossover	$<ol>[\xFF\s]*<li>(<A NAME="def_\d+__1"></A>\s*with popularity.+?)</li></ol>	<BR>\1<BR>
deadbeat	$<ol>[\xFF\s]*<li>(<A NAME="def_\d+_adj\._1"></A>.+?)</li></ol>	<BR>\1<BR>
down	$<ol>[\xFF\s]*<li>(<A NAME="def_\d+__1"></A>\s*down along.+?)</li></ol>	<BR>\1<BR>
download	$<ol>[\xFF\s]*<li>(<A NAME="def_\d+__1"></A>\s*to transmit.+?)</li></ol>	<BR>\1<BR>
embrocation	$</?(?:ol|li)>	<BR>
excitant	$<BR>(an agent.+?)(<ol>)	\2<li>\1</li>
expressionist	$<BR>(of or having.+?)(<ol>)	\2<li>\1</li>
factor	$<ol>[\xFF\s]*<li>(<A NAME="def_\d+__1"></A>\s*to separate.+?)</li></ol>	<BR>\1<BR>
fast-forward	$<ol>[\xFF\s]*<li>(<A NAME="def_\d+__1"></A>\s*very fast.+?)</li></ol>	<BR>\1<BR>
foley	$</?(?:ol|li)>	<BR>
gotcha	$</?(?:ol|li)>	<BR>
green card	$</ol>[\xFF\s]*<BR>(.+?)<ol>(.+?)(?=</p>)	\2\1
hallway	$</?(?:ol|li)>	<BR>
individuate	$<ol>[\xFF\s]*<li>(<A NAME="def_\d+__1"></A>\s*to assume.+?)</li></ol>	<BR>\1<BR>
jargonize	$<BR>(to translate.+?)(<ol>)	\2<li>\1</li>
jumping jack	$</?(?:ol|li)>	<BR>
la	$<ol>[\xFF\s]*<li>(<A NAME="def_\d+__1"></A>\s*<A NAME.+?)</li></ol>	<BR>\1<BR>
literalistic	$</?(?:ol|li)>	<BR>
market	$<BR>(to sell.+?)(<ol>)	\2<li>\1</li>
mediterranean	$<BR>(of or having.+?)(<ol>)	\2<li>\1</li>
metrology	$</?(?:ol|li)>	<BR>
microblog	$</?(?:ol|li)>	<BR>
name-check	$<ol>[\xFF\s]*<li>(<A NAME="def_\d+_v\.t\._1"></A>.+?)</li></ol>	<BR>\1<BR>
narrowcast	$<ol>[\xFF\s]*<li>(<A NAME="def_\d+_v\._1"></A>.+?)</li></ol>	<BR>\1<BR>
oriental	$<ol>[\xFF\s]*<li>(<A NAME="def_\d+__1"></A>\s*<A NAME.+?)</li></ol>	<BR>\1<BR>
out-	$(</li>)</ol>(?:<BR>|[\xFF\s])*(<span\b.+?)<ol>	\2\1
out-	$(</li></ol>)(?:<BR>|[\xFF\s])*(<span\b.+?)(?=</p>)	\2\1
ply	$<ol>[\xFF\s]*<li>(<A NAME="def_\d+__1"></A>\s*to bend or yield.+?)</li></ol>	<BR>\1<BR>
profiling	$</?(?:ol|li)>	<BR>
ripstop	$</?(?:ol|li)>	<BR>
satellite	$<ol>[\xFF\s]*<li>(<A NAME="def_\d+__1"></A>\s*of.+?)</li></ol>	<BR>\1<BR>
satirist	$</?(?:ol|li)>	<BR>
sauk	$<BR>(a member.+?)(<ol>)	\2<li>\1</li>
schilling	$</?(?:ol|li)>	<BR>
shent	$<ol>[\xFF\s]*<li>(<A NAME="def_\d+__1"></A>\s*the past.+?)</li></ol>	<BR>\1<BR>
shoe	$<BR>(to put.+?)(<ol>)	\2<li>\1</li>
skinhead	$</?(?:ol|li)>	<BR>
snark	$<ol>[\xFF\s]*<li>(<A NAME="def_\d+_v\._1"></A>.+?)</li></ol>	<BR>\1<BR>
tell	$<ol>[\xFF\s]*<li>(<A NAME="def_\d+__1"></A>\s*<i>I.+?)</li></ol>	<BR>\1<BR>
trophy	$<ol>[\xFF\s]*<li>(<A NAME="def_\d+__1"></A>\s*<i>I.+?)</li></ol>	<BR>\1<BR>
vent	$<ol>[\xFF\s]*<li>(<A NAME="def_\d+__1"></A>\s*to express.+?)</li></ol>	<BR>\1<BR>
warpath	$</?(?:ol|li)>	<BR>
watermark	$<BR>(a mark.+?)(<ol>)	\2<li>\1</li>
wicca	$</?(?:ol|li)>	<BR>
zing	$</ol>\s*(<p><a name="ety_\d+"></a>.+?)<ol>(.+?)(?=</p>)	\2\1
festoon	$<BR>(a string.+?)(<ol>)	\2<li>\1</li>
deutsche mark	$</?(?:ol|li)>	<BR>
accent	$<NOBR>\s*\((ak.+?)\)([^<>]+)</NOBR>	 &#171;\1&#187;\2
acquaintance	$(<B>)<NOBR>((?:[^<>]|</?B>)+)</NOBR>(</B>)	<NOBR>\1\2\3</NOBR>
athlete	$(<NOBR>)(While\s*)(.+?t)(\s*has.+?)(</NOBR>)	\2\1\3\5\4
anapest	$(?<=<i>Example:</i>)(.+?)(\(Cowper\)\.)	<FONT COLOR="#404040"><i>\1</i>\2</FONT>
blowsy	$(<B>)<NOBR>((?:[^<>]|</?B>)+)</NOBR>(</B>)	<NOBR>\1\2\3</NOBR>
blowy	$(<B>)<NOBR>((?:[^<>]|</?B>)+)</NOBR>(</B>)	<NOBR>\1\2\3</NOBR>
crocus	$(<B>)<NOBR>((?:[^<>]|</?B>)+)</NOBR>(</B>)	<NOBR>\1\2\3</NOBR>
dactyl	$(<B>)<NOBR>((?:[^<>]|</?B>)+)</NOBR>(</B>)	<NOBR>\1\2\3</NOBR>
don juan	$<NOBR>(\s*)(don.+?n)(\).+?\()(don.+?)(\)\.)</NOBR>	\1<NOBR>\2</NOBR>\3<NOBR>\4</NOBR>\5
q	$<NOBR>\s*\((.+?)\)(.+?)</NOBR>	 &#171;\1&#187;\2
scansion	$<NOBR>( And.+?)</NOBR>	\1
schwa	$<NOBR>(\s*(?:represented|the symbol).+?)</NOBR>	\1
subtilty	SUHT uhl	&#171;SUHT uhl
sunberry	SUHN	&#171;SUHN
superfluid	SOO puhr	&#171;SOO puhr
say	</span>>	</span>
storeyed	('rfequ> 	('
storeyed	>rfequ>	>=
stratagem	<i>stradm>e	<i>strat&#x0113;
submucosal	</i>defu>	</i><BR>
supercolossal	ssml>per	su</B>|<B>per
strain	$<A NAME="def_\d+__3a"></A><FONT COLOR="#404040"><B>a</B></FONT>(?=\s*to be injured)	 
starter	$<ol>[\xFF\s]*<li>(<A NAME="def_\d+_adj\._1"></A>.+?)</li></ol>	<BR>\1<BR>
stonewall	$<ol>[\xFF\s]*<li>(<A NAME="def_\d+__1"></A>[\xFF\s]*<A.+?)</li></ol>	<BR>\1<BR>
stress	$<ol>[\xFF\s]*<li>(<A NAME="def_\d+__1"></A>[\xFF\s]*to feel.+?)</li></ol>	<BR>\1<BR>
strumous	$</?(?:ol|li)>	<BR>
eskimo	<FONT COLOR="#404040"></FONT>	<FONT COLOR="#404040"><i>In spite of their squat, Mongolian frame, the Eskimos are handsome, less dark-skinned than one expects</i> (Harper's).</FONT>
afternooner	$(</i>)(\s*The Daily News)	\2\1
alack	$(\[Middle English <i>alacke</i>\])(</FONT>)	\2<p><a name="ety_002917"></a>\1
adjudicatory	<i>Manchester Guardian</i>	Manchester Guardian
(?:distortion|distortive|glacial|index|slabby)	$\(<i>(Figurative)\.?</i>\)[\xFF\s]*(<i>)	\2(<em>\1</em>) 
task	<i>Joseph Addison</i>	Joseph Addison
puff	<i>Daniel Defoe</i>	Daniel Defoe
in fine	<i>Ben Jonson</i>	Ben Jonson
redact	<i>Thomas Carlyle</i>	Thomas Carlyle
alternative energy	</i>&#133;<i>	&#133;
h	There are two <i>h</i>&#146;s in <i>high.</i>	<i>There are two <em>h</em>&#146;s in <em>high</em>.</i>
jackboot	</i>&#133;<i>	&#133;
septate	</i>)&#133;	&#133;</i>)
r	</i>&#146;s	&#146;s</i>
absolute	$(</i>)([^<>]+?)(?=\(Celsius\))	\2\1
alluvial	$(A delta.+?)(?=</FONT>)	<i>\1</i>
anguish	$(The loss of.+?)(?=</FONT>)	<i>\1</i>
chela	$(</i>)([^<>]+?)(?=\(Rudyard Kipling\))	\2\1
crunchy	David Brooks	(David Brooks).
defense	$(Millions for.+?)(?=\(Robert)	<i>\1</i>
embedded	$(?<=</i>)( In.+?)(</FONT>)	\2\1
franchise	$(<A NAME="def_\d+__6"></A>)<FONT COLOR="#404040">(.+?)</FONT>	\1\2
grain	$(In British usage.+?)(</FONT>)	\2\1
lithoprint	$(?<=</i>\))([^<>]+?)(?=\(Sunday Times\))	<i>\1</i>
paradigm	$(</i>)([^<>]+?)(?=\(Harold B)	\2\1
phone	&#133;[	<i>&#133;</i>[
argle-bargle	$<i>\(<i>([^<>]+)</i>\)</i>	(\1)
acoustic	$</i></FONT>([^<>]+?)(,\s*)<FONT COLOR="#404040"><i>	<em>\1</em>\2
silk-screen	<i>dj	<i>adj
as	advprep	adv., prep
vegetable	<b>ad</b>	<B>adj</B>
blue giant	astronomy	Astronomy
clathrate	<b>no</b>	<B>noun</B>
coffer	<b>no</b>	<B>noun</B>
cliffhang	<i>ang	<i>Slang
cloque	nadj	noun, adj
compter	chaic	Archaic
partite	<i>j	<i>adj
de gustibus non est disputandum	<i>tin	<i>Latin
diminished	<i>sic	<i>Music
dindle	<i>cottish	<i>Scottish
indie	$(<i>indie[^<>]+</i>)	<FONT COLOR="#404040">\1</FONT>
unabashed	<i>dv	<i>adv
jussive	Grammer	Grammar
monoceros	genive	genitive
one	sfix	suffix
police	<i>nv	<i>noun, verb
schwerpunkt	<i>rman	<i>German
stereoisomer	Chemitry	Chemistry
swot	Brish	British
aftermarket	$(<i>\s*a portable[^<>]+</i>)	<FONT COLOR="#404040">\1</FONT>
choose	obsolete	Obsolete
fallback	$(<i>\s*But being.+?)(?=</p>)	<FONT COLOR="#404040">\1</FONT>
jet lag	$(<i>\s*The next.+?)(?=</p>)	<FONT COLOR="#404040">\1</FONT>
powerhouse	informal	Informal
trapan	n transitive	noun, transitive
wimpish	slang	Slang
thi	coining form	combining form
actualize	$((?:<BR>|[\xFF\s])*<NOBR>&#150;.+?)([\xFF\s]*</li>.+?)(?=</p>)	\2\1
brand	$((?:<BR>|[\xFF\s])*<NOBR>&#150;.+?)([\xFF\s]*</li>.+?)(?=</p>)	\2\1
deconstruction	$((?:<BR>|[\xFF\s])*<NOBR>&#150;.+?)([\xFF\s]*</li>.+?)(?=</p>)	\2\1
fluffy	$((?:<BR>|[\xFF\s])*<NOBR>&#150;.+?)([\xFF\s]*</li>.+?)(?=</p>)	\2\1
forensic	$((?:<BR>|[\xFF\s])*<NOBR>&#150;.+?)([\xFF\s]*</li>.+?)(?=</p>)	\2\1
interlinear	$((?:<BR>|[\xFF\s])*<NOBR>&#150;.+?)([\xFF\s]*</li>.+?)(?=</p>)	\2\1
screening	<NOBR>&#150;<span class="wb-dict-headword"><B>adjective.</B></span></NOBR>	<i>adjective</i>
unprotected	$((?:<BR>|[\xFF\s])*<NOBR>&#150;.+?)([\xFF\s]*</li>.+?)(?=</p>)	\2\1
spoke	(Figurative.)	(<em>Figurative.</em>)
view	<i>(Figurative.)</i>	<i>(<i>Figurative.</i>)</i>
alcaic stanza	$(</?)i(?=>)	\1em
your	<i>Your</i>	<em>Your</em>
yours	<i>Yours</i>	<em>Yours</em>
that	<i>That</i>	<em>That</em>
there	<i>There</i>	<em>There</em>
brand	$(<p><a name="ety_.+?)(</li>.+?)(?=</p>)	\2\1
forensic	$(<p><a name="ety_.+?)(</li>.+?)(?=</p>)	\2\1
master mason	$(</li></ol>)(?:<BR>|[\xFF\s])*(.+?)(?=</p>)	 \2\1
still life	$(</li></ol>)(?:<BR>|[\xFF\s])*(.+?</FONT>)	 \2\1
tangy	<i>Also,</i>	Also,
traveled	<i>Also,</i>	Also,
welsh	$<i>(Also,)</i>(.+?)(</li></ol>)(?=</p>)	\3\1\2
meta	<i>Also,</i>	Also,
fire sale	$(<span class="wb-dict-headword"><B>fire-sale</B></span>)(?:<BR>|[\xFF\s])*<NOBR>.+?</NOBR>	<A NAME="ent_000000"></A>\1, <i>adj.</i>
fry	$(</li></ol>)(?:<BR>|[\xFF\s])*(<i>Dialect.</i>.+?)(?=<p>)	\2\1
fornax	$(<BR>)(<i>genitive</i>.+?)(?=<i>)	\2\1
ana	<B><NOBR>-ana</NOBR></B>	<B>-ana</B>
ana	$(<a href=[^<>]+>See(?:</?B>|[^<>])+</a>[\xFF\s]*)(</li></ol>)	\2\1
-ant	<B><NOBR>-ent</NOBR></B>	<B>-ent</B>
-ant	$(<a href=[^<>]+>See(?:</?B>|[^<>])+</a>[\xFF\s]*.+?)(</li></ol>)	\2\1
-ant	</i> or <i>	 or 
fry	$(<a href=[^<>]+>See(?:</?B>|[^<>])+</a>[\xFF\s]*)(</li></ol>)	\2\1
lie of the land	$(<a href=[^<>]+>See(?:</?B>|[^<>])+</a>[\xFF\s]*)(</li></ol>)	\2\1
